,Fecha_Retiro,viajes
1156,4/13/2013,9600
1157,4/14/2013,8762
1158,4/15/2013,19727
1159,4/16/2013,20993
1160,4/17/2013,20247
1161,4/18/2013,20668
1162,4/19/2013,19939
1163,4/20/2013,9704
1164,4/21/2013,9037
1165,4/22/2013,19576
1166,4/23/2013,18802
1167,4/24/2013,19188
1168,4/25/2013,18093
1169,4/26/2013,19267
1170,4/27/2013,10140
1171,4/28/2013,9198
1172,4/29/2013,20673
1173,4/30/2013,21887
1174,5/1/2013,11407
1175,5/2/2013,21128
1176,5/3/2013,20568
1177,5/4/2013,9968
1178,5/5/2013,9526
1179,5/6/2013,20465
1180,5/7/2013,22048
1181,5/8/2013,22547
1182,5/9/2013,21961
1183,5/10/2013,17126
1184,5/11/2013,9780
1185,5/12/2013,9002
1186,5/13/2013,16505
1187,5/14/2013,21979
1188,5/15/2013,22432
1189,5/16/2013,22379
1190,5/17/2013,20221
1191,5/18/2013,10378
1192,5/19/2013,9390
1193,5/20/2013,20620
1194,5/21/2013,22206
1195,5/22/2013,19374
1196,5/23/2013,19984
1197,5/24/2013,21562
1198,5/25/2013,8681
1199,5/26/2013,8321
1200,5/27/2013,20296
1201,5/28/2013,23524
1202,5/29/2013,23694
1203,5/30/2013,23229
1204,5/31/2013,21257
1205,6/1/2013,11074
1206,6/2/2013,10410
1207,6/3/2013,22423
1208,6/4/2013,23821
1209,6/5/2013,24280
1210,6/6/2013,23739
1211,6/7/2013,22547
1212,6/8/2013,11195
1213,6/9/2013,8361
1214,6/10/2013,21382
1215,6/11/2013,20584
1216,6/12/2013,21239
1217,6/13/2013,21676
1218,6/14/2013,16570
1219,6/15/2013,10067
1220,6/16/2013,8673
1221,6/17/2013,22772
1222,6/18/2013,24995
1223,6/19/2013,19665
1224,6/20/2013,18275
1225,6/21/2013,12694
1226,6/22/2013,8217
1227,6/23/2013,8631
1228,6/24/2013,20335
1229,6/25/2013,22504
1230,6/26/2013,22786
1231,6/27/2013,22928
1232,6/28/2013,22650
1233,6/29/2013,9571
1234,6/30/2013,10038
1235,7/1/2013,22784
1236,7/2/2013,23320
1237,7/3/2013,22073
1238,7/4/2013,20546
1239,7/5/2013,17287
1240,7/6/2013,10517
1241,7/7/2013,9479
1242,7/8/2013,21957
1243,7/9/2013,24057
1244,7/10/2013,20563
1245,7/11/2013,18464
1246,7/12/2013,21843
1247,7/13/2013,8361
1248,7/14/2013,9967
1249,7/15/2013,22759
1250,7/16/2013,23864
1251,7/17/2013,16929
1252,7/18/2013,21608
1253,7/19/2013,19276
1254,7/20/2013,8811
1255,7/21/2013,9892
1256,7/22/2013,20096
1257,7/23/2013,23273
1258,7/24/2013,22731
1259,7/25/2013,22774
1260,7/26/2013,22150
1261,7/27/2013,10952
1262,7/28/2013,9977
1263,7/29/2013,22681
1264,7/30/2013,23303
1265,7/31/2013,24232
1266,8/1/2013,20164
1267,8/2/2013,22589
1268,8/3/2013,10010
1269,8/4/2013,9213
1270,8/5/2013,22581
1271,8/6/2013,25038
1272,8/7/2013,22696
1273,8/8/2013,24247
1274,8/9/2013,20530
1275,8/10/2013,10612
1276,8/11/2013,8371
1277,8/12/2013,20406
1278,8/13/2013,25462
1279,8/14/2013,24994
1280,8/15/2013,22522
1281,8/16/2013,23854
1282,8/17/2013,11020
1283,8/18/2013,11604
1284,8/19/2013,24743
1285,8/20/2013,23090
1286,8/21/2013,24852
1287,8/22/2013,25754
1288,8/23/2013,25137
1289,8/24/2013,11761
1290,8/25/2013,10245
1291,8/26/2013,17205
1292,8/27/2013,27362
1293,8/28/2013,28865
1294,8/29/2013,25548
1295,8/30/2013,24864
1296,8/31/2013,10633
1297,9/1/2013,10256
1298,9/2/2013,23483
1299,9/3/2013,25682
1300,9/4/2013,26098
1301,9/5/2013,21969
1302,9/6/2013,17315
1303,9/7/2013,10037
1304,9/8/2013,8425
1305,9/9/2013,15833
1306,9/10/2013,25755
1307,9/11/2013,28967
1308,9/12/2013,27169
1309,9/13/2013,21223
1310,9/14/2013,5417
1311,9/15/2013,6320
1312,9/16/2013,5377
1313,9/17/2013,19693
1314,9/18/2013,23263
1315,9/19/2013,25814
1316,9/20/2013,23984
1317,9/21/2013,11167
1318,9/22/2013,10939
1319,9/23/2013,24955
1320,9/24/2013,24019
1321,9/25/2013,27765
1322,9/26/2013,25111
1323,9/27/2013,27217
1324,9/28/2013,12689
1325,9/29/2013,11029
1326,9/30/2013,27031
1327,10/1/2013,29324
1328,10/2/2013,29568
1329,10/3/2013,28738
1330,10/4/2013,27854
1331,10/5/2013,11857
1332,10/6/2013,11220
1333,10/7/2013,24952
1334,10/8/2013,28696
1335,10/9/2013,24463
1336,10/10/2013,25892
1337,10/11/2013,27448
1338,10/12/2013,12832
1339,10/13/2013,11600
1340,10/14/2013,27553
1341,10/15/2013,29479
1342,10/16/2013,29581
1343,10/17/2013,24850
1344,10/18/2013,25567
1345,10/19/2013,8920
1346,10/20/2013,11097
1347,10/21/2013,26749
1348,10/22/2013,18072
1349,10/23/2013,23256
1350,10/24/2013,27304
1351,10/25/2013,26131
1352,10/26/2013,14268
1353,10/27/2013,11465
1354,10/28/2013,27739
1355,10/29/2013,29637
1356,10/30/2013,28581
1357,10/31/2013,28732
1358,11/1/2013,24213
1359,11/2/2013,9593
1360,11/3/2013,10180
1361,11/4/2013,27872
1362,11/5/2013,30002
1363,11/6/2013,29879
1364,11/7/2013,29262
1365,11/8/2013,28421
1366,11/9/2013,13863
1367,11/10/2013,11096
1368,11/11/2013,27745
1369,11/12/2013,26714
1370,11/13/2013,23832
1371,11/14/2013,27153
1372,11/15/2013,27001
1373,11/16/2013,12035
1374,11/17/2013,10100
1375,11/18/2013,9280
1376,11/19/2013,20781
1377,11/20/2013,28344
1378,11/21/2013,27436
1379,11/22/2013,26027
1380,11/23/2013,12955
1381,11/24/2013,10328
1382,11/25/2013,27581
1383,11/26/2013,29282
1384,11/27/2013,28401
1385,11/28/2013,28604
1386,11/29/2013,26441
1387,11/30/2013,11855
1388,12/1/2013,10640
1389,12/2/2013,26672
1390,12/3/2013,28694
1391,12/4/2013,29277
1392,12/5/2013,29346
1393,12/6/2013,27162
1394,12/7/2013,10877
1395,12/8/2013,10901
1396,12/9/2013,26217
1397,12/10/2013,29865
1398,12/11/2013,28675
1399,12/12/2013,24671
1400,12/13/2013,26894
1401,12/14/2013,12561
1402,12/15/2013,10314
1403,12/16/2013,26587
1404,12/17/2013,27821
1405,12/18/2013,26904
1406,12/19/2013,25705
1407,12/20/2013,23449
1408,12/21/2013,10347
1409,12/22/2013,8756
1410,12/23/2013,17311
1411,12/24/2013,10531
1412,12/25/2013,2700
1413,12/26/2013,14251
1414,12/27/2013,13793
1415,12/28/2013,7795
1416,12/29/2013,7501
1417,12/30/2013,14502
1418,12/31/2013,9987
1419,1/1/2014,3575
1420,1/2/2014,13992
1421,1/3/2014,15610
1422,1/4/2014,9470
1423,1/5/2014,9440
1424,1/6/2014,21096
1425,1/7/2014,24143
1426,1/8/2014,25106
1427,1/9/2014,25624
1428,1/10/2014,25770
1429,1/11/2014,11799
1430,1/12/2014,11269
1431,1/13/2014,26469
1432,1/14/2014,28043
1433,1/15/2014,26858
1434,1/16/2014,26770
1435,1/17/2014,26537
1436,1/18/2014,12013
1437,1/19/2014,11092
1438,1/20/2014,27233
1439,1/21/2014,28108
1440,1/22/2014,28687
1441,1/23/2014,28390
1442,1/24/2014,27210
1443,1/25/2014,12663
1444,1/26/2014,12247
1445,1/27/2014,27695
1446,1/28/2014,30050
1447,1/29/2014,29388
1448,1/30/2014,29812
1449,1/31/2014,28855
1450,2/1/2014,12415
1451,2/2/2014,10500
1452,2/3/2014,10447
1453,2/4/2014,29048
1454,2/5/2014,30450
1455,2/6/2014,30046
1456,2/7/2014,28519
1457,2/8/2014,13671
1458,2/9/2014,13117
1459,2/10/2014,28882
1460,2/11/2014,27121
1461,2/12/2014,30986
1462,2/13/2014,30996
1463,2/14/2014,29208
1464,2/15/2014,13160
1465,2/16/2014,12112
1466,2/17/2014,28882
1467,2/18/2014,30916
1468,2/19/2014,31659
1469,2/20/2014,31715
1470,2/21/2014,30349
1471,2/22/2014,13563
1472,2/23/2014,13467
1473,2/24/2014,30525
1474,2/25/2014,32725
1475,2/26/2014,32282
1476,2/27/2014,33028
1477,2/28/2014,31553
1478,3/1/2014,13982
1479,3/2/2014,12459
1480,3/3/2014,29311
1481,3/4/2014,31771
1482,3/5/2014,31794
1483,3/6/2014,31488
1484,3/7/2014,29235
1485,3/8/2014,14210
1486,3/9/2014,11112
1487,3/10/2014,29566
1488,3/11/2014,31497
1489,3/12/2014,31577
1490,3/13/2014,31554
1491,3/14/2014,29440
1492,3/15/2014,12832
1493,3/16/2014,11101
1494,3/17/2014,10509
1495,3/18/2014,30587
1496,3/19/2014,30358
1497,3/20/2014,30760
1498,3/21/2014,29365
1499,3/22/2014,14081
1500,3/23/2014,13163
1501,3/24/2014,29405
1502,3/25/2014,30509
1503,3/26/2014,31926
1504,3/27/2014,30922
1505,3/28/2014,29070
1506,3/29/2014,13760
1507,3/30/2014,9783
1508,3/31/2014,29447
